Dictionary,Type,Countries
Main Centre for Special Technologies (GTsST) ,Entity,NZ
Majelis Mujahidin Council,Entity,AU
Majelis Mujahidin Indonesia,Entity,AU
Majilis Mujahidin Indonesia,Entity,AU
MAK,Entity,AU
Makeyev Rocket Design Bureau,Entity,"NZ, AU"
Makeyev SRC,Entity,AU
Makeyev State Missile Center,Entity,AU
Makeyev State Rocket Center,Entity,"NZ, AU"
MAKHTAB AL-KHIDAMAT,Entity,AU
MAKIN,Entity,AU
Makin Company,Entity,AU
Makin Institute,Entity,AU
Maktab Al-Amn Al-Qawmi,Entity,AU
Malek Ashtar University,Entity,AU
Malek Ashtar University of Technology,Entity,AU
Management Company of the Russian Direct Investment Fund,Entity,AU
Mansudae Art Studio,Entity,AU
MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES,Entity,AU
Manufacturing Engineering Scientific Industrial Concern,Entity ,AU
Mari Machine-Building Plant,Entity ,AU
MARINE INDUSTRIES,Entity,AU
Marine Industries Organization (MIO),Entity,AU
Marine Trans Shipping,Entity,AU
Marine Trans Shipping Limited Liability Company,Entity,AU
Marine Trans Shipping LLC,Entity,"NZ, AU"
Marine Transport Office,Entity,AU
Mariyskiy Machine-Building Plant Joint Stock Company,Entity ,AU
Mariyskiy Machine-Building Plant Open Joint Stock Company,Entity,NZ
Maro Sanat,Entity,AU
Maro Sanat Company,Entity,AU
Marou Sanat,Entity,AU
Marou Sanat Engineering Company,Entity,AU
Martyr Beheshti University,Entity,AU
Martyrs,Entity,AU
Massandra National Industrial Agrarian Association of Wine Industry,Entity,AU
"Massandra State Concern, National Production and Agrarian Union, Ojsc",Entity,AU
Mattock Construct,Entity,AU
Maulawi Ahmed Shah Hawala,Entity,AU
MBC Vityaz JSC,Entity,AU
MCF,Entity,AU
MCMI,Entity,AU
MDB Iskra,Entity ,AU
MECHANIC INDUSTRIES GROUP,Entity,AU
Mechanic Industries Organisation,Entity,AU
Mechanical Construction Factory,Entity,AU
Mechanical Industries Complex,Entity,AU
Mechanical Industry,Entity,AU
Megatrade,Entity,AU
Mehr Bank ,Entity,AU
Mehr Eghtesad Iranian Investment Company ,Entity,AU
Mehr Finance and Credit Institute,Entity,AU
Mehr Interest-Free Bank,Entity,AU
Mehr Iran Credit Union Bank,Entity,AU
Mehr Iranian Economy ,Entity,AU
Mehr Iranian Economy Company ,Entity,AU
MEHR Trading Company,Entity,AU
Mehr-e Eqtesad-e Iranian Investment Company,Entity,AU
Melli University,Entity,AU
Metal Construction and Mechanic Industry Co,Entity,AU
Mezhdunarodnyj Blagotvoritel'nyl Fond,Entity,AU
MG-Flot,Entity,AU
MG-Flot LLC,Entity,"NZ, AU"
MIC NPO Mashinostroyenia,Entity ,AU
MID,Entity,AU
Middle East Raad Automation,Entity,AU
MIG,Entity,AU
Mikam Holdings Limited,Entity,NZ
MILIHOUSE,Entity,AU
Military Housing Establishment,Entity,AU
Military Industrial Company LLC,Entity,NZ
Military Industrial Corporation NPO Mashinostroenia,Entity,NZ
Military Intelligence Directorate,Entity,AU
Military Intelligence Division,Entity,AU
Military Intelligence Service,Entity,AU
Military Supplies Industry Department,Entity,AU
Military unit 08806,Entity,AU
Military-Industrial Corporation NPO Mashinostroyenia,Entity ,AU
Millim Technology Company,Entity,AU
Ministry of Atomic Energy Industry,Entity,AU
Ministry of Defence ,Entity,AU
Ministry of Defence and Armed Forces Logistics ,Entity,AU
Ministry of Defence Logistics Export,Entity,AU
Ministry of Defense ,Entity,AU
Ministry of Finance of the Russian Federation,Entity,AU
Ministry of National Defence,Entity,AU
Ministry of the People's Armed Forces (MPAF) ,Entity,AU
Minotor-Service,Entity,NZ
Minsk Wheel Tractor Plant (MZKT),Entity,"NZ, AU"
Mir Luganschine,Entity,AU
Missile Industries Group,Entity,AU
Mizan Machine Manufacturing Group,Entity,AU
MIZAN MACHINERY MANUFACTURING,Entity,AU
"MKB ""Fakel"" named after P.D. Grushin JSC",Entity ,AU
MKB Fakel JSC,Entity ,AU
MMI,Entity,AU
MMZ Avangard,Entity,AU
MMZ JSC,Entity ,"NZ, AU"
Moaser,Entity,AU
Moassese Amozeh Va Tahgiaghati,Entity,AU
Mobilisation of the Oppressed,Entity,AU
Mobilisation of the Oppressed Organisation,Entity,AU
Mobilisation of the Oppressed Unit,Entity,AU
MODAFL,Entity,AU
Modern Technologies FZC ,Entity,AU
MODLEX,Entity,AU
MODLEX Export Center,Entity,AU
MOHAMMAD RASOUL-ALLAH CORPS,Entity,AU
MOHAMMAD RASULULLAH CORPS,Entity,AU
Mohandesi Nirooye Naft va Gaz Sepanir,Entity,AU
Mohandesi Sepasad,Entity,AU
Mohandesi Tarh Va Toseh,Entity,AU
Mojtame' yeh San'ati yeh Amin,Entity,AU
Mooyokbank,Entity,AU
Moral Security Police,Entity,AU
Morality Police,Entity,AU
Morality Security Police,Entity,AU
Moroccan Islamic Combatant Group,Entity,AU
Moscow Institute of Electromechanics and Automatics JSC,Entity,NZ
Moscow Institute of Physics and Technology,Entity,NZ
Moscow Machine Building Plant Avangard,Entity,AU
Moshever Sanat Moaser,Entity,AU
Motovilicha Plants PJSC,Entity,AU
Motovilicha Plants Public Joint Stock Company,Entity,AU
Motovilicha Plants Stock Corporation,Entity,AU
Motovilikhinskie Zavody Special Machine-Building and Metallurgy PJSC,Entity,AU
Motovilikhinskiye Zavody PJSC,Entity,AU
Mouvement du 23 mars,Entity,AU
Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO),Entity,AU
Movement ‘Novorossiya’ of Igor Girkin/Strelkov,Entity,AU
Movement Novorossiya of Igor Strelkov,Entity,AU
Movement of Islamic Holy War ,Entity,AU
MTFZC,Entity,AU
MTO,Entity,AU
MTS Bank,Entity,AU
Mu’assa al-Aqsa al-Khayriyya,Entity,AU
Mu’assa Sanabil Al-Aqsa al-Khayriyya,Entity,AU
Muhammad Jamal Group,Entity,AU
MUHAMMAD JAMAL NETWORK (MJN),Entity,AU
Mujaahidiin Youth Movement,Entity,"NZ, AU"
Mujahideen Youth Movement,Entity,"NZ, AU"
Mujahidin al Shabaab Movement,Entity,AU
MUJAHIDIN AL-SHABAAB MOVEMENT,Entity,AU
Mujahidin Indonesia Barat (MIB),Entity,AU
Mujahidin Indonesia Timor,Entity,AU
Mujahidin Indonesian Timur (MIT),Entity,AU
Mujahidin of Eastern Indonesia,Entity,AU
Mujahidin of Western Indonesia,Entity,AU
Mujahidin Youth Movement,Entity,"NZ, AU"
Mullah Ahmed Shah Hawala,Entity,AU
Munitions Industry Department,Entity,AU
Musa Kalim Hawala,Entity,AU
MUT,Entity,AU
Myanma Economic Holdings Ltd,Entity,AU
Myanma Economic Holdings Public Company Ltd,Entity,AU
Myanma Foreign Trade Bank,Entity,AU
Myanma Investment and Commercial Bank,Entity,AU
Myanmar Economic Corporation,Entity,AU
Myanmar Economic Holdings Ltd,Entity,AU
Myanmar Economic Holdings Public Company Ltd,Entity,AU
Myanmar Foreign Trade Bank,Entity,AU
Myanmar Investment and Commercial Bank,Entity,AU
MYM,Entity,AU
MYOHYANG SHIPPING CO,Entity,AU
Mytishchinski Mashinostroitelny Zavod,Entity ,AU
MZ MAYAK OAO,Entity,NZ
N.A. Dollezhal Order of Lenin Research and Design Institute of Power Engineering,Entity,AU
N.V. Co,Entity,AU
NADA ,Entity,AU
NALU,Entity,AU
NAM CHON GANG CORPORATION,Entity,AU
NAM CHONG GAN TRADING CORPORATION,Entity,AU
Nam‑Avaran‑E Pouya Control,Entity,AU
NAMCHONGANG TRADING,Entity,AU
NAMCHONGANG TRADING CORPORATION,Entity,AU
Namhung Trading Corporation,Entity,AU
Narodniy Soyuz (People’s Union),Entity,AU
NASERIN VAHID,Entity,AU
Naserin Vahid Company ,Entity,AU
NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION ,Entity,AU
National Aerospace Technology Administration,Entity,AU
National Association of Producers “Massandra” – State Concern,Entity,AU
National Calibration Centre,Entity,AU
NATIONAL DEFENSE ACADEMY,Entity,AU
National Liberation Army,Entity,AU
National Mobilisation Organisation,Entity,AU
National Mobilization Organization,Entity,AU
National Resistance Mobilisation,Entity,AU
National Resources Development and Investment Corporation,Entity,AU
National Socialist Order,Entity,AU
National Standards and Calibration Laboratory,Entity,AU
National University of Iran,Entity,AU
National Wealth Fund of the Russian Federation,Entity,AU
NATURAL RESOURCES DEVELOPMENT AND INVESTMENT CORPORATION,Entity,AU
Naval Defence Missile Industry Group,Entity,AU
Navid Composite,Entity,AU
Navid Composite Material Co.,Entity,AU
NAVID COMPOSITE MATERIAL COMPANY,Entity,AU
Navyan Abr Arvan Private Limited Company,Entity,AU
NAZ Sokol,Entity,AU
NCG,Entity,AU
Neda Group,Entity,AU
NEDA INDUSTRIAL GROUP,Entity,AU
NEDA Industrial Group Inc.,Entity,AU
Nefaz Publicly Traded Company,Entity,NZ
NEKA NOVIN,Entity,AU
Neka Novin Co.,Entity,AU
Neku Nirou Tavan Co,Entity,AU
Network Literary and Historical Magazine Kamerton,Entity,AU
"New Chagai Trading 
",Entity,AU
New Eastern Outlook,Entity,AU
New Jihad,Entity,AU
New People’s Army,Entity,AU
New People’s Army/Communist Party of the Philippines,Entity,AU
New PKK,Entity,AU
NewsFront,Entity,"NZ, AU"
NIIAR,Entity ,AU
Nirooye Moghavemate Basij,Entity,AU
Nirou Battery Manufacturing,Entity,AU
NIRU BATTERY MANUFACTURING COMPANY,Entity,AU
Niru Co. Ltd.,Entity,AU
Niruyeh Moghavemat Basij,Entity,AU
Nizhniy Novgorod Plant of 70-Years of Victory Joint Stock,Entity,AU
Nizhny Novgorod Aviation Plant Sokol,Entity,"NZ, AU"
NJSC Chornomornaftogaz,Entity,AU
NNC,Entity,AU
No’ar HaGva’ot,Entity,AU
NOAVARAN POOYAMOJ,Entity,AU
NOMCHONGANG TRADING CO.,Entity,AU
Non-State Pension Fund First Industrial Alliance,Entity,NZ
Nour Battery Manufacturing Company,Entity,AU
Novikombank,Bank,"NZ, AU"
Novorossiya,Entity,AU
Novorossiysk Commercial Sea Port,Entity,AU
Novy Svet Winery,Entity,AU
Novy Svet Winery State Enterprise,Entity,AU
Noyan Abar Arvan Company,Entity,AU
NPA,Entity,AU
NPA/CPP,Entity,AU
NPK Tekhmash,Entity ,AU
NPK Tekhmash OAO (Tekhmash),Entity,NZ
NPK Uralvagonzavod,Entity,AU
NPK Uralvagonzavod OAO ,Entity,AU
NPO Electromechanics,Entity,NZ
NPO Elektromechaniki JSC,Entity,AU
NPO High Precision Systems JSC,Entity,NZ
NPO Splav JSC,Entity,NZ
NPO Splav OAO,Entity,AU
NPP/CPP,Entity,AU
NRC Kurchatov Institute - CRISM Prometey,Entity ,AU
NRC Kurchatov Institute – VIAM,Entity,AU
NSB,Entity,AU
NSCL,Entity,AU
Nuclear Navy Federal State Unitary Enterprise,Entity ,AU
Nusrat al-Aqsa al-Sharif,Entity,AU
NZ of 70-Years of Victory Joint Stock Company,Entity,AU
OAO KHRTZ,Entity ,AU
OAO Radioavionika ,Entity,AU
OAO Radioavionika JSC Mytishchinski Machine-Building Plant,Entity ,AU
OAO VNII Signal,Entity ,AU
Obedinennaya Dvigatelestroitelnaya Korporatsiya OAO ,Entity,AU
Obninsk Research and Production Enterprise Technologiya named after A.G. Romashin,Entity ,AU
Oboronlogistics LLC,Entity,NZ
OBORONLOGISTICS LLC ,Entity,AU
Oboronlogistika ,Entity,AU
Oboronnye Initsiativy,Entity,"NZ, AU"
Oboronprom,Entity,NZ
OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROMINVEST,Entity,NZ
Obshchestvo S Ogranichennoi Otvetstvennostyu Elektrokom VPK,Entity,NZ
Obshchestvo S Ogranichennoy Otvetstvennostyu Upravlyayushchaya Kompaniya Rvk,Entity,AU
Obshchestvo S Organichennoi Otvetstvennostyu Transoil,Entity,AU
"OCEAN MARITIME MANAGEMENT COMPANY, LIMITED (OMM)",Entity,AU
ODK-Klimov,Entity,AU
ODK-Kuznetsov,Entity,AU
ODK-UMPO Engine Building Enterprise,Entity,NZ
Odna Rodyna,Entity,AU
Office #39,Entity,AU
OFFICE 39,Entity,AU
Office No. 39,Entity,AU
Office of Scientific and Industrial Studies,Entity,AU
Oje Parvaz Mado Nafar Company,Entity,"NZ, AU"
OJSC BMZ,Entity ,AU
OJSC Development Bank of the Republic of Belarus,Entity,NZ
OJSC Gosudarstvennaya Aviakompaniya 224 Letny Otryad,Entity,AU
OJSC Investcapitalbank,Entity,AU
OJSC KB Radar-Managing Company Holding Radar System,Entity,AU
OJSC KB Radar-Managing Company of Radar Systems Holding,Entity,AU
OJSC Krasnoe Znamya,Entity,NZ
OJSC Sovfracht,Entity,AU
OKB TSP Scientific Production Limited Liability Company (OKB TSP),Entity,"NZ, AU"
OMRAN SAHEL,Entity,AU
"OOO ""Readovka.RU""",Entity,NZ
OOO Besogon,Entity,NZ
OOO Inforos,Entity,AU
OOO Planar,Entity,AU
OOO Sudokhodnaia Kompaniia Azia,Entity,AU
OOO Trast Lodzhistiks Grupp,Entity,NZ
OOO Trest Rosspetsenergomontazh,Entity,AU
Ooo Uk Rvk,Entity,AU
OOO Volga Group,Entity,AU
Open Joint Stock Company “Balakirev Mechanical Plant”,Entity ,AU
Open Joint Stock Company Bank Severniy morskoy put,Entity,AU
Open Joint Stock Company Ilyushin Aviation Complex ,Entity,NZ
Open Joint Stock Company KB Radar-Managing Company Holding Radar System,Entity,NZ
Open Joint Stock Company Khabarovsk Radio Engineering Plant,Entity,"NZ, AU"
Open Joint Stock Company Moscow Machine Building Plant Avangard,Entity,NZ
Open Joint Stock Company Moscow Machinery Building Plant Avangard,Entity,AU
Open Joint Stock Company MTU Altair,Entity,NZ
Open Joint Stock Company Rosiya Joint-Stock Bank,Entity,AU
Open Joint Stock Company Rosneft Oil Company,Entity,AU
Open Joint Stock Company Start Scientific and Production Enterprise Named After A. Yaskin,Entity,NZ
Open Joint Stock Company SZR,Entity,NZ
Oplot Batallion,Entity,AU
Oplot Battalion,Entity,NZ
Orange Volunteer Force,Entity,AU
ORANGE VOLUNTEERS,Entity,AU
Organisation for Engineering Industries,Entity,AU
Organisation for Technological Industries,Entity,AU
Organisation for the Liberation of the Levant,Entity,AU
Organisation of the Mobilisation of the Oppressed,Entity,AU
Organization and Guidance Department (OGD),Entity,AU
Organization for Technological Industries,Entity,AU
Organization of Jund al-Haq,Entity,AU
Organization of Right against Wrong,Entity,AU
Organization of the Oppressed,Entity,AU
Organization of the Oppressed on Earth,Entity,AU
ORIENTAL OIL KISH,Entity,AU
Oriental Review,Entity,AU
ORPE Technologiya named after A.G.Romashin Joint Stock Company,Entity ,AU
ORSIS,Entity,AU
OSIS,Entity,AU
Ostec-EC Ltd,Entity,NZ
Ostec-Electro Ltd,Entity,NZ
Ostec-Enterprise Ltd,Entity,NZ
Ostec-ETC Ltd,Entity,NZ
Ostec-Integra Ltd,Entity,NZ
Ostec-SMT Ltd,Entity,NZ
Ostec-ST Ltd,Entity,NZ
Ostec-Test Ltd,Entity,NZ
OTI,Entity,AU
Otkritie Bank,Entity,AU
Otkrytoe Aktsionernoe Obshchestvo Aktsionerny Bank Rossiya,Entity,AU
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KALINOVSKI KHIMICHESKI ZAVOD,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KONTSERN AVIATSIONNOE OBORUDOVANIE,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVO-VYATKA,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOVYATSKI MEKHANICHESKI ZAVOD,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT-STANKOINSTRUMENT,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO TEKHNOLOGII BEZOPASNOSTI,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE STANKOIMPORT,Entity,NZ
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,Entity,NZ
OV,Entity,AU
OVF,Entity,AU
Owj Parvaz Mado Nafar Company LLC,Entity,AU
PA Strela JSC,Entity,AU
Paasban-e-Ahle-Hadis,Entity,AU
Paasban-e-Kashmir ,Entity,AU
Paasban-i-Ahle-Hadith,Entity,AU
Paek Sol Trading Corporation,Entity,AU
Paekma Shipping Co,Entity,AU
Paekso'l Corporation,Entity,AU
Paeksol Trading Corporation,Entity,AU
Pairs Air Cargo,Entity,AU
Pakistan Relief Foundation,Entity,AU
Pakistani Relief Foundation,Entity,AU
Pakistani Taliban,Entity,AU
Palestine Liberation Front,Entity,AU
Palestine Liberation Front – Abu Abbas Faction,Entity,AU
Palestine Revolutionary Council,Entity,AU
Palestinian Arab Beit el Mal Corporation Ltd,Entity,AU
Palestinian Islamic Jihad,Entity,AU
Palestinian Popular Resistance Forces,Entity,AU
Palestinian Relief and Development Fund,Entity,AU
Pan Systems Pte Ltd,Entity,AU
Pao Bank Otkritie Financial Corporation,Entity,AU
PAO MAK Vympel,Entity,AU
Para Chemical Industries,Entity,AU
Paravar,Entity,AU
Paravar Pars,Entity,AU
Paravar Pars Aerospace Research and Engineering Services,Entity,AU
Paravar Pars Aerospace Research Institute,Entity,AU
Paravar Pars Company,Entity,"NZ, AU"
Paravar Pars Engineering and Services Aerospace Research Company,Entity,AU
ParavarPars,Entity,AU
Parchin Chemical Factories,Entity,AU
PARCHIN CHEMICAL INDUSTRIES,Entity,AU
Parchin Chemical Industries Company,Entity,AU
Parchin Chemical Industries Group,Entity,AU
Pars Aerospace Services,Entity,AU
Pars Air,Entity,AU
PARS AMAYESH SANAAT KISH,Entity,AU
Pars Aviation Service Company,Entity,AU
PARS AVIATION SERVICES COMPANY,Entity,AU
Parsek LLC,Entity,AU
Partido Comunista Del Peru,Entity,AU
Partido Comunista del Perú – Sendero Luminoso,Entity,AU
Partido Comunista Del Peru En El Sendero Luminoso De Jose Carlos Mariategui,Entity,AU
Partisans of God,Entity,"NZ, AU"
Partiya Karkeren Kurdistan,Entity,AU
PARTO SANAT,Entity,AU
Party of Allah,Entity,AU
Party of God,Entity,AU
Parvarpars Engineering Research and Design Company,Entity,AU
Pasban-e-Ahle-Hadith,Entity,AU
Pasban-e-Kashmir,Entity,AU
PASC,Entity,AU
Pasdaran,Entity,AU
Pasdaran-e Enghelab-e Islami,Entity,AU
Pasdaran-E Enghelab-E Islami (Pasdaran),Entity,AU
Pashan-e-ahle Hadis,Entity,AU
PASK,Entity,AU
PASSIVE DEFENSE ORGANIZATION,Entity,AU
Patriot PMC,Entity,AU
Patriot Private Military Company,Entity,AU
Paya Parto,Entity,AU
PAYA PARTOV CO.,Entity,AU
PCE(r)-GRAPO,Entity,AU
PCF,Entity,AU
PCI,Entity,AU
PCP,Entity,AU
PDO,Entity,AU
Peace to Lugansk,Entity,AU
Peace to Luhansk Region,Entity,AU
PEJMAN INDUSTRIAL SERVICES CORPORATION,Entity,AU
Peleng JSC,Entity,NZ
People's Aid Of Peru,Entity,AU
People’s Congress of Kurdistan,Entity,AU
People’s Council (Halk Meclis),Entity,AU
People’s Defence Force,Entity,AU
People’s Front (Halk Cephesi),Entity,AU
People's Guerrilla Army,Entity,AU
People's Liberation Army,Entity,AU
People's Militia of Donbass,Entity,AU
People’s Militia of the Luhansk People’s Republic,Entity,AU
People’s Republic of Donetsk,Entity,AU
People’s Republic of Luhansk,Entity,AU
People’s Union ,Entity,AU
Pergas Aria Movalled Ltd,Entity,AU
Permanent Committee for Passive Defense,Entity,AU
Petrol Products Supply - State Enterprise,Entity,AU
PFLP,Entity,AU
PFLP-GC ,Entity,AU
PHYONGCHON SHIPPING & MARINE,Entity,AU
PHYONGCHON SHIPPING AND MARINE,Entity,AU
Physics Research Centre,Entity,AU
PIJ,Entity,AU
Pink Whale Co Ltd,Entity,AU
Pishro Sanat Aseman Sharif Company,Entity,NZ
PJSC ‘Sovfracht’,Entity,AU
PJSC Bank Fk Otkritie,Entity,AU
PJSC Bank Zenit,Entity,AU
PJSC Beriev Aircraft Company,Entity,NZ
PJSC Chornomornaftogaz,Entity,AU
PJSC Kurgansky Mashinostroitelny Factory ,Entity,AU
PJSC MBDB ISKRA,Entity,"NZ, AU"
PJSC NPO ‘Strela’,Entity ,AU
PJSC Rosneft ,Entity,AU
PJSC United Aircraft Corporation ,Entity,AU
PJSC United Engine Corporation,Entity,AU
PKK,Entity,AU
Planar Elements,Entity,AU
Planar OJSC,Entity,AU
Planar Open Joint Stock Company,Entity,AU
Planar Research and Production Holding for Precision Engineering,Entity,AU
Plant Named After Ia.M.Sverdlov Federal State Enterprise,Entity,AU
Plant Universalmash Joint Stock Company ,Entity,AU
Plasma JSC,Entity,AU
Plasma Research Institute of Gas Discharge Devices Joint Stock Company,Entity,AU
PLF,Entity,AU
PLF-Abu Abbas,Entity,AU
PMC Patriot,Entity,AU
PMC Redut,Entity,"NZ, AU"
PMC Wagner,Entity,AU
PO U. T Research Centre,Entity,AU
PO UOMP,Entity ,AU
Police for the Sphere of the Production and Exchange of Information,Entity,AU
Polis-e Amniyat-e Akhlaqi,Entity,AU
Political Security Department,Entity,AU
Political Security Directorate,Entity,AU
Political Security Division,Entity,AU
Polyus PJSC,Entity,AU
POLYUS Research Institute of M.F. Stelmakh Joint Stock Company ,Entity,NZ
Popular Front for the Liberation of Palestine,Entity,AU
Popular Front for the Liberation of Palestine – General Command,Entity,AU
Port of Kerch,Entity,AU
Port of Sevastopol,Entity,AU
Pouya Air,Entity,AU
Pouya Air Airlines,Entity,AU
Pouya Airlines,Entity,AU
POUYA CONTROL,Entity,AU
PPRF,Entity,AU
PRESS TV,Entity,AU
Private Military Company “Wagner”,Entity,AU
Private Military Company Redoubt,Entity,AU
Private Military Company Redut,Entity,AU
Prizrak Battalion 'Ghost' Battalion,Entity,AU
Prizrak Brigade,Entity,"NZ, AU"
Pro-Gain Group Corporation,Entity,AU
Production Association Strela,Entity,AU
Production Association Strela Joint Stock Company,Entity,AU
Production Association Urals Optical & Mechanical Plant named after Mr. E.S. Yalamov Joint Stock Company,Entity ,AU
Profinet Pte Ltd,Entity,AU
Promsvyazbank,Entity,AU
Promsvyazbank (PSB),Bank,NZ
"Promtech-Dubna, JSC",Entity,NZ
Promtekhnologiya ,Entity,AU
Propaganda and Agitation Department (PAD),Entity,AU
PSD,Entity,AU
Public Joint Stock Company Amursky Shipbuilding Plant,Entity,NZ
Public Joint Stock Company Bank Financial Corporation Otkritie,Entity,AU
Public Joint Stock Company Bank Otkritie Financial Corporation,Entity,AU
Public Joint Stock Company I.S. Brooke INEUM,Entity,NZ
Public Joint Stock Company Imperial Tula Arms Plant,Entity,NZ
Public Joint Stock Company Krasnoe Sormovo Shipyard,Entity,NZ
Public Joint Stock Company Lukoil Oil Company ,Entity,NZ
Public Joint Stock Company MTS Bank,Entity,AU
Public Joint Stock Company NIPS,Entity,NZ
Public Joint Stock Company Polyus,Entity,AU
Public Joint Stock Company Proletarsky Zavod,Entity,NZ
Public Joint Stock Company Research and Production Corporation Istok Named After A.I. Shokin,Entity,NZ
Public Joint Stock Company Severstal,Entity,"NZ, AU"
Public Joint Stock Company Shipbuilding Plant Severnaya Verf,Entity,NZ
Public Joint Stock Company Tutaev Motor Plant,Entity,NZ
Public Joint Stock Company Ural Bank for Reconstruction and Development,Entity,AU
Public Joint Stock Company Vyborg Shipyard,Entity,NZ
Public Joint Stock Company Vympel Interstate Corporation,Entity,NZ
Public Joint-Stock Company ODK-Kuznetsov,Entity,NZ
Public Joint-Stock Company ODK-Kuznetsov ,Entity,AU
Public Movement ‘Novorossiya’  ,Entity,AU
Public movement “Donetsk Republic”,Entity,AU
"Public Movement ""New Russia""",Entity,AU
Publichne Aktsionerne Tovarystvo Dochirnii Bank Sberbanku Rosii,Entity,AU
Publichnoe Aktsionernoe Obschestvo Electrovipryamitel,Entity,NZ
Publichnoe Aktsionernoe Obshchestvo Federalnaya Gydrogeneriruyuschaya,Entity,AU
Publichnoe Aktsionernoe Obshchestvo Gazprom Neft,Entity,AU
Publichnoe Aktsionernoe Obshchestvo Rostelekom,Entity,AU
Publichnoe Aktsionernoe Obshchestvo Sovremennyy Kommercheskiy Flot,Entity,AU
Publichnoe Aktsionernoe Obshchestvo Transneft,Entity,AU
Puhung Trading  Corporation,Entity,AU
PZNP SE,Entity,AU
QAI,Entity,AU
Qaida of the Jihad in the land of the Two Rivers,Entity,AU
QODS AERONAUTICS INDUSTRIES,Entity,AU
Qods Aeronautics Industries Industrial Group,Entity,AU
Qods Aviation Industries,Entity,AU
QODS CORPS,Entity,AU
Qods Research Center,Entity,AU
QUDS CORPS,Entity,AU
RAAD,Entity,AU
RAAD Automation Co.,Entity,AU
Raad Automation Company,Entity,AU
RAAD IRAN,Entity,AU
RAADIRAN,Entity,AU
RABITA TRUST,Entity,AU
Radical Paramilitary Organisation Sobol,Entity,AU
Radioavionika Joint Stock Company ,Entity,AU
Radioavtomatika,Entity,"NZ, AU"
Radioavtomatika LLC,Entity ,AU
Radiotechnical and Information Systems (RTI) Concern,Entity,NZ
Radiozavod JSC,Entity,NZ
Raduga Design Bureau,Entity,AU
Raduga State Engineering Design Bureau JSC named after A.Y. Bereznyak,Entity,NZ
Raduga State MBDB,Entity,AU
Rah Avard Kalaye Iran,Entity,AU
Rah Kar Novini,Entity,AU
RAH SAHEL,Entity,AU
Rah Sahel Institute,Entity,AU
RAHAB ENGINEERING INSTITUTE,Entity,AU
Rahab Institute,Entity,AU
"RAHAT LTD.
",Entity,AU
"Rahat Trading Company 
",Entity,AU
Rahsaz Institute,Entity,AU
Rajah Solaiman Islamic Movement ,Entity,AU
RAJAH SOLAIMAN MOVEMENT,Entity,AU
Rajah Solaiman Revolutionary Movement  ,Entity,AU
RAKA,Entity,AU
Rakhoi Wholesale Co.,Entity,AU
Ramak,Entity,AU
Ramak Construction,Entity,AU
Ramak Construction Co.,Entity,AU
Ramak Constructions Co.,Entity,AU
Ramak Constructions Company,Entity,AU
Ramak Contracting & Trading,Entity,AU
Ramak Ltd,Entity,AU
Ramenskoye Design Company Joint Stock Company,Entity,NZ
Rapart Services LLC,Entity,NZ
RC Chernomorneftegaz,Entity,AU
RCC JSC,Entity,AU
RDIF,Entity,AU
REAL IRA,Entity,AU
REAL IRISH REPUBLICAN ARMY,Entity,AU
REAL OGLAIGH NA HEIREANN,Entity,AU
Reconnaissance General Bureau,Entity,AU
Red Eagle Gang,Entity,AU
Red Eagle Group,Entity,AU
Red Eagles,Entity,AU
RED HAND DEFENDERS ,Entity,AU
Redut-Security Limited Liability Company,Entity,AU
RENERA,Entity ,AU
Renera Limited Liability Company,Entity ,AU
Repression of Traitors,Entity,AU
Republikanisches Unternehmen Der Krim “Brennerei Azov”,Entity,AU
Research & Design Institute Morteplotekhnika JSC ,Entity,NZ
Research and Production Corporation Konstruktorskoye Byuro Mashynostroyeniya Joint Stock Company ,Entity,AU
Research Institute Masshtab,Entity,NZ
Resistance Mobilisation Force,Entity,AU
Resort ‘Nizhnyaya Oreanda’,Entity,AU
REVIVAL OF ISLAMIC HERITAGE SOCIETY,Entity,AU
Revival of Islamic Society Heritage on the African Continent,Entity,AU
Revolutionary Council of Fatah,Entity,AU
REVOLUTIONARY GUARD CORPS,Entity,AU
Revolutionary Justice Organization,Entity,AU
Revolutionary Left,Entity,AU
Revolutionary Organisation of Socialist Muslims,Entity,AU
Revolutionary Organization of Socialist Muslims,Entity,AU
Revolutionary People’s Liberation Party/Front ,Entity,AU
RGB,Entity,AU
RHD,Entity,AU
RIAR,Entity ,AU
RID,Entity,AU
